"Area","BNF_Section","BNF_Section_Code","BNF_Chapter","BNF_Chapter_Code","items","actual_cost","item_label"
"West Sussex","Gauzes & Gauze Tissue","2004","Dressings","20",1705,47244.03,"Gauzes & Gauze Tissue
1,705"
"West Sussex","General Anaesthesia","1501","Anaesthesia","15",5116,38568.48,"General Anaesthesia
5,116"
"West Sussex","Health Supplements","0911","Nutrition and Blood","09",861,38026.28,"Health Supplements
861"
"West Sussex","Hernia Support Garments","2146","Appliances","21",7,440.33,"Hernia Support Garments
7"
"West Sussex","Hypertension and Heart Failure","0205","Cardiovascular System","02",1009085,2611428.64,"Hypertension and Heart Failure
1,009,085"
"West Sussex","Hypnotics And Anxiolytics","0401","Central Nervous System","04",216322,954110.77,"Hypnotics And Anxiolytics
216,322"
"West Sussex","Hypothalamic & Pituitary Hormones & Anti-oestrogens","0605","Endocrine System","06",5614,674328.76,"Hypothalamic & Pituitary Hormones & Anti-oestrogens
5,614"
"West Sussex","Ileostomy Bags","2360","Stoma Appliances","23",9277,1308965.2,"Ileostomy Bags
9,277"
"West Sussex","Immunoglobulins","1405","Immunological Products and Vaccines","14",1,157.72,"Immunoglobulins
1"
"West Sussex","Incontinence Belts","2220","Incontinence Appliances","22",1,71.85,"Incontinence Belts
1"
"West Sussex","Incontinence Sheath Fixing Strips & Adh","2240","Incontinence Appliances","22",145,2415.43,"Incontinence Sheath Fixing Strips & Adh
145"
"West Sussex","Incontinence Sheaths","2230","Incontinence Appliances","22",3160,203341.06,"Incontinence Sheaths
3,160"
"West Sussex","Indwelling Pleural Cath Drain System","2133","Appliances","21",121,21533.56,"Indwelling Pleural Cath Drain System
121"
"West Sussex","Inhalation Solutions","2132","Appliances","21",577,17557.17,"Inhalation Solutions
577"
"West Sussex","Insert For Female Stress Incont","2285","Incontinence Appliances","22",45,2048.72,"Insert For Female Stress Incont
45"
"West Sussex","Irrigation Solutions","2116","Appliances","21",15107,83308.21,"Irrigation Solutions
15,107"
"West Sussex","Irrigation Washout Appliances","2370","Stoma Appliances","23",541,18218.32,"Irrigation Washout Appliances
541"
"West Sussex","Jaw Rehabilitation Device","2142","Appliances","21",7,355.64,"Jaw Rehabilitation Device
7"
"West Sussex","Laxatives","0106","Gastro-Intestinal System","01",281136,1343921.91,"Laxatives
281,136"
"West Sussex","Leg Bags","2250","Incontinence Appliances","22",10769,366534.13,"Leg Bags
10,769"
"West Sussex","Lints","2007","Dressings","20",17,702.36,"Lints
17"
"West Sussex","Lipid-Regulating Drugs","0212","Cardiovascular System","02",980338,2590196.19,"Lipid-Regulating Drugs
980,338"
"West Sussex","Local Anaesthesia","1502","Anaesthesia","15",26229,294273.1,"Local Anaesthesia
26,229"
"West Sussex","Local Anaesthetics","1107","Eye","11",2,0.94,"Local Anaesthetics
2"
"West Sussex","Local Prepn for Anal & Rectal Disorders","0107","Gastro-Intestinal System","01",19387,139457.45,"Local Prepn for Anal & Rectal Disorders
19,387"
"West Sussex","Low Friction Products","2138","Appliances","21",895,12325.56,"Low Friction Products
895"
"West Sussex","Lubricant Gels","2114","Appliances","21",4877,17273.8,"Lubricant Gels
4,877"
"West Sussex","Lymphoedema Garments","2127","Appliances","21",3400,214168.98,"Lymphoedema Garments
3,400"
"West Sussex","Management of Skin Conditions","1301","Skin","13",171,1057.25,"Management of Skin Conditions
171"
"West Sussex","Metabolic Disorders","0908","Nutrition and Blood","09",129,80527.69,"Metabolic Disorders
129"
"West Sussex","Micro-Enema - Sodium Citrate","2143","Appliances","21",41,212.37,"Micro-Enema - Sodium Citrate
41"
"West Sussex","Minerals","0905","Nutrition and Blood","09",9983,354355.15,"Minerals
9,983"
"West Sussex","Miscellaneous Ophthalmic Preparations","1108","Eye","11",73011,366931.06,"Miscellaneous Ophthalmic Preparations
73,011"
"West Sussex","Miscellaneous Topical Preparations","1315","Skin","13",31,719.92,"Miscellaneous Topical Preparations
31"
"West Sussex","Mucolytics","0307","Respiratory System","03",32621,273149.03,"Mucolytics
32,621"
"West Sussex","Mydriatics And Cycloplegics","1105","Eye","11",967,68355.19,"Mydriatics And Cycloplegics
967"
"West Sussex","Nasal Products","2124","Appliances","21",2306,6688.56,"Nasal Products
2,306"
"West Sussex","Night Drainage Bags","2260","Incontinence Appliances","22",16560,229657.6,"Night Drainage Bags
16,560"
"West Sussex","Nitrates, Calcium-channel Blockers & Other Antianginal Drugs","0206","Cardiovascular System","02",663729,2740630.22,"Nitrates, Calcium-channel Blockers & Other Antianginal Drugs
663,729"
"West Sussex","Obesity","0405","Central Nervous System","04",2544,53811.76,"Obesity
2,544"
"West Sussex","Oral Film Forming Agents","2119","Appliances","21",313,22310.67,"Oral Film Forming Agents
313"
"West Sussex","Oral Nutrition","0904","Nutrition and Blood","09",93599,5456119.53,"Oral Nutrition
93,599"
"West Sussex","Other Appliances","2101","Appliances","21",136315,977279.17,"Other Appliances
136,315"
"West Sussex","Other Endocrine Drugs","0607","Endocrine System","06",1196,88806.29,"Other Endocrine Drugs
1,196"
"West Sussex","Other Health Supplements","0912","Nutrition and Blood","09",179,994.52,"Other Health Supplements
179"
"West Sussex","Other Preparations","1905","Other Drugs and Preparations","19",114,1120.5,"Other Preparations
114"
"West Sussex","Peak Flow Meters","2112","Appliances","21",4710,26501.67,"Peak Flow Meters
4,710"
"West Sussex","Pelvic Toning Devices","2137","Appliances","21",18,250.75,"Pelvic Toning Devices
18"
"West Sussex","Physical Debridement Device","2141","Appliances","21",748,39843.29,"Physical Debridement Device
748"
"West Sussex","Plantar Pressure Offloading Device","2129","Appliances","21",315,9040.89,"Plantar Pressure Offloading Device
315"
"West Sussex","Positive Inotropic Drugs","0201","Cardiovascular System","02",46308,72816.65,"Positive Inotropic Drugs
46,308"
"West Sussex","Preparations For Eczema And Psoriasis","1305","Skin","13",18845,742842.83,"Preparations For Eczema And Psoriasis
18,845"
"West Sussex","Preparations For Warts And Calluses","1307","Skin","13",2112,19869.59,"Preparations For Warts And Calluses
2,112"
"West Sussex","Pressure Plates/Shields","2375","Stoma Appliances","23",46,1492.19,"Pressure Plates/Shields
46"
"West Sussex","Pulsed Electromagnetic Stimulator","2149","Appliances","21",5,64.8,"Pulsed Electromagnetic Stimulator
5"
"West Sussex","Selective Preparations","1902","Other Drugs and Preparations","19",8946,131768.65,"Selective Preparations
8,946"
"West Sussex","Sex Hormones","0604","Endocrine System","06",129279,1496726.09,"Sex Hormones
129,279"
"West Sussex","Sex Hormones & Antag In Malig Disease","0803","Malignant Disease and Immunosuppression","08",57645,2532238.67,"Sex Hormones & Antag In Malig Disease
57,645"
"West Sussex","Shampoo & Other Preparations for Scalp & Hair Conditions","1309","Skin","13",16836,92516.68,"Shampoo & Other Preparations for Scalp & Hair Conditions
16,836"
"West Sussex","Silk Garments","2020","Dressings","20",165,7138.82,"Silk Garments
165"
"West Sussex","Single Substances","1904","Other Drugs and Preparations","19",20,4656.03,"Single Substances
20"
"West Sussex","Skin Adhesive, Sterile","2015","Dressings","20",33,372.45,"Skin Adhesive, Sterile
33"
"West Sussex","Skin Cleansers,Antiseptics & Desloughing","1311","Skin","13",3432,29323.17,"Skin Cleansers,Antiseptics & Desloughing
3,432"
"West Sussex","Skin Closure Strips, Sterile","2014","Dressings","20",1072,1765.46,"Skin Closure Strips, Sterile
1,072"
"West Sussex","Skin Fillers And Protectives","2380","Stoma Appliances","23",57875,699887.08,"Skin Fillers And Protectives
57,875"
"West Sussex","Skin Protectors","2385","Stoma Appliances","23",2309,167277.57,"Skin Protectors
2,309"
"West Sussex","Soft-Tissue Disorders & Topical Pain Rel","1003","Musculoskeletal and Joint Diseases","10",82033,428485.98,"Soft-Tissue Disorders & Topical Pain Rel
82,033"
"West Sussex","Stockinette","2009","Dressings","20",14113,134800.24,"Stockinette
14,113"
"West Sussex","Stoma Caps/Dressings","2390","Stoma Appliances","23",264,15760.98,"Stoma Caps/Dressings
264"
"West Sussex","Sunscreens And Camouflagers","1308","Skin","13",8419,269889.23,"Sunscreens And Camouflagers
8,419"
"West Sussex","Surgical Adhesive Tape","2010","Dressings","20",7852,26142.18,"Surgical Adhesive Tape
7,852"
"West Sussex","Surgical Sutures","2011","Dressings","20",1984,5162.28,"Surgical Sutures
1,984"
"West Sussex","Suspensory Systems","2270","Incontinence Appliances","22",55,1624.02,"Suspensory Systems
55"
"West Sussex","Swabs","2012","Dressings","20",4742,21335.64,"Swabs
4,742"
"West Sussex","Sympathomimetics","0207","Cardiovascular System","02",965,56943.78,"Sympathomimetics
965"
"West Sussex","Systemic Nasal Decongestants","0310","Respiratory System","03",234,750.59,"Systemic Nasal Decongestants
234"
"West Sussex","Thyroid And Antithyroid Drugs","0602","Endocrine System","06",505925,1860168.16,"Thyroid And Antithyroid Drugs
505,925"
"West Sussex","Top Local Anaesthetics & Antipruritics","1303","Skin","13",3869,33762.18,"Top Local Anaesthetics & Antipruritics
3,869"
"West Sussex","Topical Circulatory Preparations","1314","Skin","13",2118,9598.19,"Topical Circulatory Preparations
2,118"
"West Sussex","Topical Corticosteroids","1304","Skin","13",159261,692289.93,"Topical Corticosteroids
159,261"
"West Sussex","Tracheostomy & Laryngectomy Appliances","2005","Dressings","20",1822,139738.36,"Tracheostomy & Laryngectomy Appliances
1,822"
"West Sussex","Treatment Of Glaucoma","1106","Eye","11",166574,1825899.23,"Treatment Of Glaucoma
166,574"
"West Sussex","Treatment Of Vaginal & Vulval Conditions","0702","Obstetrics, Gynae and Urinary Tract Disorders","07",46734,613774.7,"Treatment Of Vaginal & Vulval Conditions
46,734"
"West Sussex","Trusses","2106","Appliances","21",43,1217.49,"Trusses
43"
"West Sussex","Tubing & Accessories","2392","Stoma Appliances","23",63,2878.55,"Tubing & Accessories
63"
"West Sussex","Tubing And Accessories","2280","Incontinence Appliances","22",4939,65710.73,"Tubing And Accessories
4,939"
"West Sussex","Two Piece Ostomy Systems","2394","Stoma Appliances","23",4039,335031.53,"Two Piece Ostomy Systems
4,039"
"West Sussex","Urinal Systems","2290","Incontinence Appliances","22",168,7476.79,"Urinal Systems
168"
"West Sussex","Urostomy Bags","2396","Stoma Appliances","23",2453,398046.99,"Urostomy Bags
2,453"
"West Sussex","Vaccines And Antisera","1404","Immunological Products and Vaccines","14",219279,2016745.86,"Vaccines And Antisera
219,279"
"West Sussex","Vacuum Pumps for Erectile Dysfunction","2118","Appliances","21",234,22289.54,"Vacuum Pumps for Erectile Dysfunction
234"
"West Sussex","Vaginal Dilators","2125","Appliances","21",37,1033.22,"Vaginal Dilators
37"
"West Sussex","Vaginal Moisturisers","2123","Appliances","21",3806,34814.02,"Vaginal Moisturisers
3,806"
"West Sussex","Vaginal PH Correction Products","2134","Appliances","21",92,686.18,"Vaginal PH Correction Products
92"
"West Sussex","Venous Ulcer Compression System","2120","Appliances","21",1825,50770.46,"Venous Ulcer Compression System
1,825"
"West Sussex","Vitamins","0906","Nutrition and Blood","09",429160,2339828.06,"Vitamins
429,160"
"West Sussex","Waters","1914","Other Drugs and Preparations","19",105,924.18,"Waters
105"
"West Sussex","Wound Management & Other Dressings","2003","Dressings","20",102713,2248931.22,"Wound Management & Other Dressings
102,713"
"West Sussex","Wound Management Products","1313","Skin","13",195,5492.65,"Wound Management Products
195"
"West Sussex","X-Ray Contrast Media","1803","Preparations used in Diagnosis","18",2,178.79,"X-Ray Contrast Media
2"
