"Code","CCG_code","CCG","items","quantity","actual_cost","BNF_chapter","BNF Chapter Code","BNF_section","item_label","Year","label"
"2136","09X","NHS Horsham And Mid Sussex CCG",23,531,471.21235,"Appliances","21","Adhesive Dressing Remover Ster Silicone","Adhesive Dressing Remover Ster Silicone
23","2018","Appliances.Adhesive Dressing Remover Ster Silicone"
"2137","09G","NHS Coastal West Sussex CCG",14,14,195.04917,"Appliances","21","Pelvic Toning Devices","Pelvic Toning Devices
14","2018","Appliances.Pelvic Toning Devices"
"2137","09H","NHS Crawley CCG",1,1,13.91558,"Appliances","21","Pelvic Toning Devices","Pelvic Toning Devices
1","2018","Appliances.Pelvic Toning Devices"
"2137","09X","NHS Horsham And Mid Sussex CCG",3,3,41.79909,"Appliances","21","Pelvic Toning Devices","Pelvic Toning Devices
3","2018","Appliances.Pelvic Toning Devices"
"2138","09G","NHS Coastal West Sussex CCG",594,1623,9353.5255,"Appliances","21","Low Friction Products","Low Friction Products
594","2018","Appliances.Low Friction Products"
"2138","09H","NHS Crawley CCG",88,177,621.69684,"Appliances","21","Low Friction Products","Low Friction Products
88","2018","Appliances.Low Friction Products"
"2138","09X","NHS Horsham And Mid Sussex CCG",213,474,2350.39825,"Appliances","21","Low Friction Products","Low Friction Products
213","2018","Appliances.Low Friction Products"
"2140","09G","NHS Coastal West Sussex CCG",1,30,4.82025,"Appliances","21","Bacterial Decolonisation Products","Bacterial Decolonisation Products
1","2018","Appliances.Bacterial Decolonisation Products"
"2140","09H","NHS Crawley CCG",4,402,13.63361,"Appliances","21","Bacterial Decolonisation Products","Bacterial Decolonisation Products
4","2018","Appliances.Bacterial Decolonisation Products"
"2140","09X","NHS Horsham And Mid Sussex CCG",5,6,20.90134,"Appliances","21","Bacterial Decolonisation Products","Bacterial Decolonisation Products
5","2018","Appliances.Bacterial Decolonisation Products"
"2141","09G","NHS Coastal West Sussex CCG",672,6450,34736.25254,"Appliances","21","Physical Debridement Device","Physical Debridement Device
672","2018","Appliances.Physical Debridement Device"
"2141","09H","NHS Crawley CCG",17,166,951.03837,"Appliances","21","Physical Debridement Device","Physical Debridement Device
17","2018","Appliances.Physical Debridement Device"
"2141","09X","NHS Horsham And Mid Sussex CCG",59,700,4156.0032,"Appliances","21","Physical Debridement Device","Physical Debridement Device
59","2018","Appliances.Physical Debridement Device"
"2142","09G","NHS Coastal West Sussex CCG",2,5,218.31708,"Appliances","21","Jaw Rehabilitation Device","Jaw Rehabilitation Device
2","2018","Appliances.Jaw Rehabilitation Device"
"2142","09H","NHS Crawley CCG",2,8,19.68409,"Appliances","21","Jaw Rehabilitation Device","Jaw Rehabilitation Device
2","2018","Appliances.Jaw Rehabilitation Device"
"2142","09X","NHS Horsham And Mid Sussex CCG",3,48,117.64487,"Appliances","21","Jaw Rehabilitation Device","Jaw Rehabilitation Device
3","2018","Appliances.Jaw Rehabilitation Device"
"2143","09G","NHS Coastal West Sussex CCG",15,280,114.00533,"Appliances","21","Micro-Enema - Sodium Citrate","Micro-Enema - Sodium Citrate
15","2018","Appliances.Micro-Enema - Sodium Citrate"
"2143","09H","NHS Crawley CCG",14,125,50.90301,"Appliances","21","Micro-Enema - Sodium Citrate","Micro-Enema - Sodium Citrate
14","2018","Appliances.Micro-Enema - Sodium Citrate"
"2143","09X","NHS Horsham And Mid Sussex CCG",12,116,47.48084,"Appliances","21","Micro-Enema - Sodium Citrate","Micro-Enema - Sodium Citrate
12","2018","Appliances.Micro-Enema - Sodium Citrate"
"2146","09G","NHS Coastal West Sussex CCG",4,9,304.75646,"Appliances","21","Hernia Support Garments","Hernia Support Garments
4","2018","Appliances.Hernia Support Garments"
"2146","09X","NHS Horsham And Mid Sussex CCG",3,4,135.56737,"Appliances","21","Hernia Support Garments","Hernia Support Garments
3","2018","Appliances.Hernia Support Garments"
"2147","09G","NHS Coastal West Sussex CCG",11,11,191.40283,"Appliances","21","Dev For Fungal Nail Infections","Dev For Fungal Nail Infections
11","2018","Appliances.Dev For Fungal Nail Infections"
"2147","09H","NHS Crawley CCG",2,2,34.79778,"Appliances","21","Dev For Fungal Nail Infections","Dev For Fungal Nail Infections
2","2018","Appliances.Dev For Fungal Nail Infections"
"2147","09X","NHS Horsham And Mid Sussex CCG",1,2,34.79973,"Appliances","21","Dev For Fungal Nail Infections","Dev For Fungal Nail Infections
1","2018","Appliances.Dev For Fungal Nail Infections"
"2148","09G","NHS Coastal West Sussex CCG",2121,4367,141863.1491,"Appliances","21","Detection Sensor Interstitial Fluid/Gluc","Detection Sensor Interstitial Fluid/Gluc
2,121","2018","Appliances.Detection Sensor Interstitial Fluid/Gluc"
"2148","09H","NHS Crawley CCG",44,81,2630.88806,"Appliances","21","Detection Sensor Interstitial Fluid/Gluc","Detection Sensor Interstitial Fluid/Gluc
44","2018","Appliances.Detection Sensor Interstitial Fluid/Gluc"
"2148","09X","NHS Horsham And Mid Sussex CCG",81,165,5359.6163,"Appliances","21","Detection Sensor Interstitial Fluid/Gluc","Detection Sensor Interstitial Fluid/Gluc
81","2018","Appliances.Detection Sensor Interstitial Fluid/Gluc"
"2149","09G","NHS Coastal West Sussex CCG",5,5,64.79857,"Appliances","21","Pulsed Electromagnetic Stimulator","Pulsed Electromagnetic Stimulator
5","2018","Appliances.Pulsed Electromagnetic Stimulator"
"2202","09G","NHS Coastal West Sussex CCG",67,2190,4590.60169,"Incontinence Appliances","22","Anal Plugs","Anal Plugs
67","2018","Incontinence Appliances.Anal Plugs"
"2202","09H","NHS Crawley CCG",2,40,87.46507,"Incontinence Appliances","22","Anal Plugs","Anal Plugs
2","2018","Incontinence Appliances.Anal Plugs"
"2202","09X","NHS Horsham And Mid Sussex CCG",38,1060,2287.48962,"Incontinence Appliances","22","Anal Plugs","Anal Plugs
38","2018","Incontinence Appliances.Anal Plugs"
"2205","09G","NHS Coastal West Sussex CCG",1469,11725,28385.50412,"Incontinence Appliances","22","Catheter Valves","Catheter Valves
1,469","2018","Incontinence Appliances.Catheter Valves"
"2205","09H","NHS Crawley CCG",249,2061,4966.51774,"Incontinence Appliances","22","Catheter Valves","Catheter Valves
249","2018","Incontinence Appliances.Catheter Valves"
"2205","09X","NHS Horsham And Mid Sussex CCG",673,5459,13244.43663,"Incontinence Appliances","22","Catheter Valves","Catheter Valves
673","2018","Incontinence Appliances.Catheter Valves"
"2215","09G","NHS Coastal West Sussex CCG",13,185,401.15707,"Incontinence Appliances","22","Faecal Collectors","Faecal Collectors
13","2018","Incontinence Appliances.Faecal Collectors"
"2215","09H","NHS Crawley CCG",1,20,31.99669,"Incontinence Appliances","22","Faecal Collectors","Faecal Collectors
1","2018","Incontinence Appliances.Faecal Collectors"
"2215","09X","NHS Horsham And Mid Sussex CCG",2,25,54.91275,"Incontinence Appliances","22","Faecal Collectors","Faecal Collectors
2","2018","Incontinence Appliances.Faecal Collectors"
"2220","09X","NHS Horsham And Mid Sussex CCG",1,12,71.85176,"Incontinence Appliances","22","Incontinence Belts","Incontinence Belts
1","2018","Incontinence Appliances.Incontinence Belts"
"2230","09G","NHS Coastal West Sussex CCG",1904,74072,117828.89692,"Incontinence Appliances","22","Incontinence Sheaths","Incontinence Sheaths
1,904","2018","Incontinence Appliances.Incontinence Sheaths"
"2230","09H","NHS Crawley CCG",318,11311,18236.66542,"Incontinence Appliances","22","Incontinence Sheaths","Incontinence Sheaths
318","2018","Incontinence Appliances.Incontinence Sheaths"
"2230","09X","NHS Horsham And Mid Sussex CCG",938,42521,67275.84117,"Incontinence Appliances","22","Incontinence Sheaths","Incontinence Sheaths
938","2018","Incontinence Appliances.Incontinence Sheaths"
"2240","09G","NHS Coastal West Sussex CCG",89,2241,1633.81947,"Incontinence Appliances","22","Incontinence Sheath Fixing Strips & Adh","Incontinence Sheath Fixing Strips & Adh
89","2018","Incontinence Appliances.Incontinence Sheath Fixing Strips & Adh"
"2240","09H","NHS Crawley CCG",15,302,165.7351,"Incontinence Appliances","22","Incontinence Sheath Fixing Strips & Adh","Incontinence Sheath Fixing Strips & Adh
15","2018","Incontinence Appliances.Incontinence Sheath Fixing Strips & Adh"
"2240","09X","NHS Horsham And Mid Sussex CCG",41,968,615.92832,"Incontinence Appliances","22","Incontinence Sheath Fixing Strips & Adh","Incontinence Sheath Fixing Strips & Adh
41","2018","Incontinence Appliances.Incontinence Sheath Fixing Strips & Adh"
"2250","09G","NHS Coastal West Sussex CCG",6956,86015,237578.15464,"Incontinence Appliances","22","Leg Bags","Leg Bags
6,956","2018","Incontinence Appliances.Leg Bags"
"2250","09H","NHS Crawley CCG",1121,12998,35173.60949,"Incontinence Appliances","22","Leg Bags","Leg Bags
1,121","2018","Incontinence Appliances.Leg Bags"
"2250","09X","NHS Horsham And Mid Sussex CCG",2692,34152,93782.47353,"Incontinence Appliances","22","Leg Bags","Leg Bags
2,692","2018","Incontinence Appliances.Leg Bags"
"2260","09G","NHS Coastal West Sussex CCG",10690,263747,147366.91984,"Incontinence Appliances","22","Night Drainage Bags","Night Drainage Bags
10,690","2018","Incontinence Appliances.Night Drainage Bags"
"2260","09H","NHS Crawley CCG",1655,38821,23566.75987,"Incontinence Appliances","22","Night Drainage Bags","Night Drainage Bags
1,655","2018","Incontinence Appliances.Night Drainage Bags"
"2260","09X","NHS Horsham And Mid Sussex CCG",4215,102665,58722.88909,"Incontinence Appliances","22","Night Drainage Bags","Night Drainage Bags
4,215","2018","Incontinence Appliances.Night Drainage Bags"
"2270","09G","NHS Coastal West Sussex CCG",30,116,892.01297,"Incontinence Appliances","22","Suspensory Systems","Suspensory Systems
30","2018","Incontinence Appliances.Suspensory Systems"
"2270","09H","NHS Crawley CCG",6,27,233.37773,"Incontinence Appliances","22","Suspensory Systems","Suspensory Systems
6","2018","Incontinence Appliances.Suspensory Systems"
"2270","09X","NHS Horsham And Mid Sussex CCG",19,50,498.64199,"Incontinence Appliances","22","Suspensory Systems","Suspensory Systems
19","2018","Incontinence Appliances.Suspensory Systems"
"2280","09G","NHS Coastal West Sussex CCG",3159,19584,41284.93465,"Incontinence Appliances","22","Tubing And Accessories","Tubing And Accessories
3,159","2018","Incontinence Appliances.Tubing And Accessories"
"2280","09H","NHS Crawley CCG",517,3431,6918.94757,"Incontinence Appliances","22","Tubing And Accessories","Tubing And Accessories
517","2018","Incontinence Appliances.Tubing And Accessories"
"2280","09X","NHS Horsham And Mid Sussex CCG",1263,8259,17507.29705,"Incontinence Appliances","22","Tubing And Accessories","Tubing And Accessories
1,263","2018","Incontinence Appliances.Tubing And Accessories"
"2285","09G","NHS Coastal West Sussex CCG",20,20,887.06864,"Incontinence Appliances","22","Insert For Female Stress Incont","Insert For Female Stress Incont
20","2018","Incontinence Appliances.Insert For Female Stress Incont"
"2285","09H","NHS Crawley CCG",4,4,114.93895,"Incontinence Appliances","22","Insert For Female Stress Incont","Insert For Female Stress Incont
4","2018","Incontinence Appliances.Insert For Female Stress Incont"
"2285","09X","NHS Horsham And Mid Sussex CCG",21,22,1046.7268,"Incontinence Appliances","22","Insert For Female Stress Incont","Insert For Female Stress Incont
21","2018","Incontinence Appliances.Insert For Female Stress Incont"
"2290","09G","NHS Coastal West Sussex CCG",122,553,4224.15165,"Incontinence Appliances","22","Urinal Systems","Urinal Systems
122","2018","Incontinence Appliances.Urinal Systems"
"2290","09H","NHS Crawley CCG",8,44,485.74538,"Incontinence Appliances","22","Urinal Systems","Urinal Systems
8","2018","Incontinence Appliances.Urinal Systems"
"2290","09X","NHS Horsham And Mid Sussex CCG",38,605,2766.90203,"Incontinence Appliances","22","Urinal Systems","Urinal Systems
38","2018","Incontinence Appliances.Urinal Systems"
"2305","09G","NHS Coastal West Sussex CCG",2422,176511,95830.32497,"Stoma Appliances","23","Adhesive Discs/Rings/Pads/Plasters","Adhesive Discs/Rings/Pads/Plasters
2,422","2018","Stoma Appliances.Adhesive Discs/Rings/Pads/Plasters"
"2305","09H","NHS Crawley CCG",492,39820,20551.80759,"Stoma Appliances","23","Adhesive Discs/Rings/Pads/Plasters","Adhesive Discs/Rings/Pads/Plasters
492","2018","Stoma Appliances.Adhesive Discs/Rings/Pads/Plasters"
"2305","09X","NHS Horsham And Mid Sussex CCG",926,63821,33468.57875,"Stoma Appliances","23","Adhesive Discs/Rings/Pads/Plasters","Adhesive Discs/Rings/Pads/Plasters
926","2018","Stoma Appliances.Adhesive Discs/Rings/Pads/Plasters"
"2310","09G","NHS Coastal West Sussex CCG",12,33,488.28099,"Stoma Appliances","23","Adhesive (Pastes/Sprays/Solutions)","Adhesive (Pastes/Sprays/Solutions)
12","2018","Stoma Appliances.Adhesive (Pastes/Sprays/Solutions)"
"2310","09X","NHS Horsham And Mid Sussex CCG",6,61,89.39305,"Stoma Appliances","23","Adhesive (Pastes/Sprays/Solutions)","Adhesive (Pastes/Sprays/Solutions)
6","2018","Stoma Appliances.Adhesive (Pastes/Sprays/Solutions)"
"2315","09G","NHS Coastal West Sussex CCG",9418,237973,195682.23171,"Stoma Appliances","23","Adhesive Removers (Sprays/Liquids/Wipes)","Adhesive Removers (Sprays/Liquids/Wipes)
9,418","2018","Stoma Appliances.Adhesive Removers (Sprays/Liquids/Wipes)"
"2315","09H","NHS Crawley CCG",1645,17023,41812.50948,"Stoma Appliances","23","Adhesive Removers (Sprays/Liquids/Wipes)","Adhesive Removers (Sprays/Liquids/Wipes)
1,645","2018","Stoma Appliances.Adhesive Removers (Sprays/Liquids/Wipes)"
"2315","09X","NHS Horsham And Mid Sussex CCG",3634,44520,80449.84182,"Stoma Appliances","23","Adhesive Removers (Sprays/Liquids/Wipes)","Adhesive Removers (Sprays/Liquids/Wipes)
3,634","2018","Stoma Appliances.Adhesive Removers (Sprays/Liquids/Wipes)"
"2320","09G","NHS Coastal West Sussex CCG",43,990,391.39205,"Stoma Appliances","23","Bag Closures","Bag Closures
43","2018","Stoma Appliances.Bag Closures"
"2320","09X","NHS Horsham And Mid Sussex CCG",8,320,95.46464,"Stoma Appliances","23","Bag Closures","Bag Closures
8","2018","Stoma Appliances.Bag Closures"
"2325","09G","NHS Coastal West Sussex CCG",90,401,3091.12659,"Stoma Appliances","23","Bag Covers","Bag Covers
90","2018","Stoma Appliances.Bag Covers"
"2325","09H","NHS Crawley CCG",19,58,492.65337,"Stoma Appliances","23","Bag Covers","Bag Covers
19","2018","Stoma Appliances.Bag Covers"
"2325","09X","NHS Horsham And Mid Sussex CCG",21,87,613.14358,"Stoma Appliances","23","Bag Covers","Bag Covers
21","2018","Stoma Appliances.Bag Covers"
"2330","09G","NHS Coastal West Sussex CCG",871,1491,31514.87229,"Stoma Appliances","23","Belts","Belts
871","2018","Stoma Appliances.Belts"
"2330","09H","NHS Crawley CCG",121,193,5233.63283,"Stoma Appliances","23","Belts","Belts
121","2018","Stoma Appliances.Belts"
"2330","09X","NHS Horsham And Mid Sussex CCG",284,426,15447.44568,"Stoma Appliances","23","Belts","Belts
284","2018","Stoma Appliances.Belts"
"2335","09G","NHS Coastal West Sussex CCG",5654,407616,1125232.11882,"Stoma Appliances","23","Colostomy Bags","Colostomy Bags
5,654","2018","Stoma Appliances.Colostomy Bags"
"2335","09H","NHS Crawley CCG",392,31725,86473.01231,"Stoma Appliances","23","Colostomy Bags","Colostomy Bags
392","2018","Stoma Appliances.Colostomy Bags"
"2335","09X","NHS Horsham And Mid Sussex CCG",1423,103740,286232.84108,"Stoma Appliances","23","Colostomy Bags","Colostomy Bags
1,423","2018","Stoma Appliances.Colostomy Bags"
"2345","09G","NHS Coastal West Sussex CCG",1291,31246,15185.65886,"Stoma Appliances","23","Deodorants","Deodorants
1,291","2018","Stoma Appliances.Deodorants"
"2345","09H","NHS Crawley CCG",194,2360,2143.12592,"Stoma Appliances","23","Deodorants","Deodorants
194","2018","Stoma Appliances.Deodorants"
"2345","09X","NHS Horsham And Mid Sussex CCG",413,5091,5133.41561,"Stoma Appliances","23","Deodorants","Deodorants
413","2018","Stoma Appliances.Deodorants"
"2346","09G","NHS Coastal West Sussex CCG",437,60949,22446.25024,"Stoma Appliances","23","Discharge Solidifying Agents","Discharge Solidifying Agents
437","2018","Stoma Appliances.Discharge Solidifying Agents"
"2346","09H","NHS Crawley CCG",70,11090,3171.91189,"Stoma Appliances","23","Discharge Solidifying Agents","Discharge Solidifying Agents
70","2018","Stoma Appliances.Discharge Solidifying Agents"
"2346","09X","NHS Horsham And Mid Sussex CCG",136,34872,11633.43058,"Stoma Appliances","23","Discharge Solidifying Agents","Discharge Solidifying Agents
136","2018","Stoma Appliances.Discharge Solidifying Agents"
"2350","09G","NHS Coastal West Sussex CCG",67,5760,4125.10825,"Stoma Appliances","23","Filters/Bridges","Filters/Bridges
67","2018","Stoma Appliances.Filters/Bridges"
"2350","09H","NHS Crawley CCG",3,70,107.37354,"Stoma Appliances","23","Filters/Bridges","Filters/Bridges
3","2018","Stoma Appliances.Filters/Bridges"
"2350","09X","NHS Horsham And Mid Sussex CCG",13,720,428.91126,"Stoma Appliances","23","Filters/Bridges","Filters/Bridges
13","2018","Stoma Appliances.Filters/Bridges"
"2360","09G","NHS Coastal West Sussex CCG",5714,232177,806898.43547,"Stoma Appliances","23","Ileostomy Bags","Ileostomy Bags
5,714","2018","Stoma Appliances.Ileostomy Bags"
"2360","09H","NHS Crawley CCG",1067,51210,162195.28089,"Stoma Appliances","23","Ileostomy Bags","Ileostomy Bags
1,067","2018","Stoma Appliances.Ileostomy Bags"
"2360","09X","NHS Horsham And Mid Sussex CCG",2496,101911,339870.96378,"Stoma Appliances","23","Ileostomy Bags","Ileostomy Bags
2,496","2018","Stoma Appliances.Ileostomy Bags"
"2370","09G","NHS Coastal West Sussex CCG",372,6458,12604.82471,"Stoma Appliances","23","Irrigation Washout Appliances","Irrigation Washout Appliances
372","2018","Stoma Appliances.Irrigation Washout Appliances"
"2370","09H","NHS Crawley CCG",42,544,1175.25336,"Stoma Appliances","23","Irrigation Washout Appliances","Irrigation Washout Appliances
42","2018","Stoma Appliances.Irrigation Washout Appliances"
"2370","09X","NHS Horsham And Mid Sussex CCG",127,2928,4438.19948,"Stoma Appliances","23","Irrigation Washout Appliances","Irrigation Washout Appliances
127","2018","Stoma Appliances.Irrigation Washout Appliances"
"2375","09G","NHS Coastal West Sussex CCG",32,172,1201.07983,"Stoma Appliances","23","Pressure Plates/Shields","Pressure Plates/Shields
32","2018","Stoma Appliances.Pressure Plates/Shields"
"2375","09H","NHS Crawley CCG",7,112,110.13544,"Stoma Appliances","23","Pressure Plates/Shields","Pressure Plates/Shields
7","2018","Stoma Appliances.Pressure Plates/Shields"
"2375","09X","NHS Horsham And Mid Sussex CCG",7,27,180.95472,"Stoma Appliances","23","Pressure Plates/Shields","Pressure Plates/Shields
7","2018","Stoma Appliances.Pressure Plates/Shields"
"2380","09G","NHS Coastal West Sussex CCG",36702,204478,463953.17035,"Stoma Appliances","23","Skin Fillers And Protectives","Skin Fillers And Protectives
36,702","2018","Stoma Appliances.Skin Fillers And Protectives"
"2380","09H","NHS Crawley CCG",6612,32335,83069.61286,"Stoma Appliances","23","Skin Fillers And Protectives","Skin Fillers And Protectives
6,612","2018","Stoma Appliances.Skin Fillers And Protectives"
"2380","09X","NHS Horsham And Mid Sussex CCG",14561,72124,152864.78059,"Stoma Appliances","23","Skin Fillers And Protectives","Skin Fillers And Protectives
14,561","2018","Stoma Appliances.Skin Fillers And Protectives"
"2385","09G","NHS Coastal West Sussex CCG",1320,52722,95680.941,"Stoma Appliances","23","Skin Protectors","Skin Protectors
1,320","2018","Stoma Appliances.Skin Protectors"
"2385","09H","NHS Crawley CCG",223,10940,19720.9508,"Stoma Appliances","23","Skin Protectors","Skin Protectors
223","2018","Stoma Appliances.Skin Protectors"
"2385","09X","NHS Horsham And Mid Sussex CCG",766,29025,51876.02508,"Stoma Appliances","23","Skin Protectors","Skin Protectors
766","2018","Stoma Appliances.Skin Protectors"
"2390","09G","NHS Coastal West Sussex CCG",209,9260,11660.0638,"Stoma Appliances","23","Stoma Caps/Dressings","Stoma Caps/Dressings
209","2018","Stoma Appliances.Stoma Caps/Dressings"
"2390","09H","NHS Crawley CCG",32,1680,2099.8859,"Stoma Appliances","23","Stoma Caps/Dressings","Stoma Caps/Dressings
32","2018","Stoma Appliances.Stoma Caps/Dressings"
"2390","09X","NHS Horsham And Mid Sussex CCG",23,1590,2001.08495,"Stoma Appliances","23","Stoma Caps/Dressings","Stoma Caps/Dressings
23","2018","Stoma Appliances.Stoma Caps/Dressings"
"2392","09G","NHS Coastal West Sussex CCG",35,680,1498.51855,"Stoma Appliances","23","Tubing & Accessories","Tubing & Accessories
35","2018","Stoma Appliances.Tubing & Accessories"
"2392","09H","NHS Crawley CCG",9,130,289.17114,"Stoma Appliances","23","Tubing & Accessories","Tubing & Accessories
9","2018","Stoma Appliances.Tubing & Accessories"
"2392","09X","NHS Horsham And Mid Sussex CCG",19,490,1090.85074,"Stoma Appliances","23","Tubing & Accessories","Tubing & Accessories
19","2018","Stoma Appliances.Tubing & Accessories"
"2394","09G","NHS Coastal West Sussex CCG",2567,97883,216001.55713,"Stoma Appliances","23","Two Piece Ostomy Systems","Two Piece Ostomy Systems
2,567","2018","Stoma Appliances.Two Piece Ostomy Systems"
"2394","09H","NHS Crawley CCG",441,15528,34779.2717,"Stoma Appliances","23","Two Piece Ostomy Systems","Two Piece Ostomy Systems
441","2018","Stoma Appliances.Two Piece Ostomy Systems"
"2394","09X","NHS Horsham And Mid Sussex CCG",1031,38973,84250.69661,"Stoma Appliances","23","Two Piece Ostomy Systems","Two Piece Ostomy Systems
1,031","2018","Stoma Appliances.Two Piece Ostomy Systems"
"2396","09G","NHS Coastal West Sussex CCG",1668,49871,260072.79976,"Stoma Appliances","23","Urostomy Bags","Urostomy Bags
1,668","2018","Stoma Appliances.Urostomy Bags"
"2396","09H","NHS Crawley CCG",319,10225,53277.86696,"Stoma Appliances","23","Urostomy Bags","Urostomy Bags
319","2018","Stoma Appliances.Urostomy Bags"
"2396","09X","NHS Horsham And Mid Sussex CCG",466,15750,84696.22257,"Stoma Appliances","23","Urostomy Bags","Urostomy Bags
466","2018","Stoma Appliances.Urostomy Bags"
